note_text,icd_code
Sexually transmitted chlamydial infection of other sites ,A56.8
Other specified predominantly sexually transmitted diseases ,A63.8
Unspecified sexually transmitted disease ,A64
Leptospirosis icterohemorrhagica ,A27.0
Aseptic meningitis in leptospirosis ,A27.81
Other forms of leptospirosis ,A27.89
Leptospirosis unspecified ,A27.9
Other Vincent's infections ,A69.1
Initial lesions of yaws ,A66.0
Multiple papillomata and wet crab yaws ,A66.1
Other early skin lesions of yaws ,A66.2
Hyperkeratosis of yaws ,A66.3
Gummata and ulcers of yaws ,A66.4
Gangosa ,A66.5
Bone and joint lesions of yaws ,A66.6
Other manifestations of yaws ,A66.7
Latent yaws ,A66.8
Yaws unspecified ,A66.9
Primary lesions of pinta ,A67.0
Intermediate lesions of pinta ,A67.1
Late lesions of pinta ,A67.2
Mixed lesions of pinta ,A67.3
Pinta unspecified ,A67.9
Nonvenereal syphilis ,A65
Other specified spirochetal infections ,A69.8
Spirochetal infection unspecified ,A69.9
Tinea barbae and tinea capitis ,B35.0
Tinea unguium ,B35.1
Tinea manuum ,B35.2
Tinea cruris ,B35.6
Tinea pedis ,B35.3
Tinea imbricata ,B35.5
Other dermatophytoses ,B35.8
Other dermatophytoses ,B35.8
Dermatophytosis unspecified ,B35.9
Pityriasis versicolor ,B36.0
Tinea nigra ,B36.1
White piedra ,B36.2
Black piedra ,B36.3
Other specified superficial mycoses ,B36.8
Superficial mycosis unspecified ,B36.9
Candidal stomatitis ,B37.0
Candidiasis of vulva and vagina ,B37.3
Other urogenital candidiasis ,B37.49
Candidiasis of skin and nail ,B37.2
Pulmonary candidiasis ,B37.1
Candidal sepsis ,B37.7
Candidal endocarditis ,B37.6
Candidal otitis externa ,B37.84
Candidal meningitis ,B37.5
Candidal esophagitis ,B37.81
Candidal enteritis ,B37.82
Other sites of candidiasis ,B37.89
Candidiasis unspecified ,B37.9
Acute pulmonary coccidioidomycosis ,B38.0
Cutaneous coccidioidomycosis ,B38.3
Coccidioidomycosis meningitis ,B38.4
Other forms of coccidioidomycosis ,B38.89
Chronic pulmonary coccidioidomycosis ,B38.1
Pulmonary coccidioidomycosis unspecified ,B38.2
Coccidioidomycosis unspecified ,B38.9
Histoplasmosis capsulati unspecified ,B39.4
Histoplasmosis capsulati unspecified ,B39.4
Meningitis in other infectious and parasitic diseases classified elsewhere ,G02
Histoplasmosis capsulati unspecified ,B39.4
Chorioretinal disorders in diseases classified elsewhere ,H32
Histoplasmosis capsulati unspecified ,B39.4
Pericarditis in diseases classified elsewhere ,I32
Histoplasmosis capsulati unspecified ,B39.4
Endocarditis and heart valve disorders in diseases classified elsewhere ,I39
Pulmonary histoplasmosis capsulati unspecified ,B39.2
Disseminated histoplasmosis capsulati ,B39.3
Histoplasmosis duboisii ,B39.5
Histoplasmosis duboisii ,B39.5
Meningitis in other infectious and parasitic diseases classified elsewhere ,G02
Histoplasmosis duboisii ,B39.5
Chorioretinal disorders in diseases classified elsewhere ,H32
Histoplasmosis duboisii ,B39.5
Pericarditis in diseases classified elsewhere ,I32
Histoplasmosis duboisii ,B39.5
Endocarditis and heart valve disorders in diseases classified elsewhere ,I39
Histoplasmosis duboisii ,B39.5
Pneumonia in diseases classified elsewhere ,J17
Histoplasmosis duboisii ,B39.5
Histoplasmosis unspecified ,B39.9
Histoplasmosis unspecified ,B39.9
Meningitis in other infectious and parasitic diseases classified elsewhere ,G02
Histoplasmosis unspecified ,B39.9
Chorioretinal disorders in diseases classified elsewhere ,H32
Histoplasmosis unspecified ,B39.9
Pericarditis in diseases classified elsewhere ,I32
Histoplasmosis unspecified ,B39.9
Endocarditis and heart valve disorders in diseases classified elsewhere ,I39
Histoplasmosis unspecified ,B39.9
Pneumonia in diseases classified elsewhere ,J17
Histoplasmosis unspecified ,B39.9
Blastomycosis unspecified ,B40.9
Pulmonary paracoccidioidomycosis ,B41.0
Lobomycosis ,B48.0
Rhinosporidiosis ,B48.1
Pulmonary sporotrichosis ,B42.0
Chromomycosis unspecified ,B43.9
Aspergillosis unspecified ,B44.9
Eumycetoma ,B47.0
Pulmonary cryptococcosis ,B45.0
Allescheriasis ,B48.2
Zygomycosis unspecified ,B46.9
Other specified mycoses ,B48.8
Unspecified mycosis ,B49
Other specified mycoses ,B48.8
Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis] ,B65.0
Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis] ,B65.1
Schistosomiasis due to Schistosoma japonicum ,B65.2
Cercarial dermatitis ,B65.3
Other schistosomiasis ,B65.8
Schistosomiasis unspecified ,B65.9
Opisthorchiasis ,B66.0
Clonorchiasis ,B66.1
Paragonimiasis ,B66.4
Fascioliasis ,B66.3
Fasciolopsiasis ,B66.5
Other specified fluke infections ,B66.8
Other specified fluke infections ,B66.8
Dicroceliasis ,B66.2
Fluke infection unspecified ,B66.9
Echinococcus granulosus infection of liver ,B67.0
Echinococcus granulosus infection of lung ,B67.1
Echinococcus granulosus infection thyroid gland ,B67.31
Echinococcus granulosus infection other sites ,B67.39
Echinococcus granulosus infection unspecified ,B67.4
Echinococcus multilocularis infection of liver ,B67.5
Echinococcus multilocularis infection other sites ,B67.69
Echinococcus multilocularis infection unspecified ,B67.7
Echinococcosis unspecified of liver ,B67.8
Echinococcosis unspecified ,B67.90
Taenia solium taeniasis ,B68.0
Cysticercosis unspecified ,B69.9
Taenia saginata taeniasis ,B68.1
Taeniasis unspecified ,B68.9
Diphyllobothriasis ,B70.0
Sparganosis ,B70.1
Hymenolepiasis ,B71.0
Other specified cestode infections ,B71.8
Cestode infection unspecified ,B71.9
Trichinellosis ,B75
Filariasis due to Wuchereria bancrofti ,B74.0
Filariasis due to Brugia malayi ,B74.1
Loiasis ,B74.3
Onchocerciasis without eye disease ,B73.1
Other filariases ,B74.8
Mansonelliasis ,B74.4
Other filariases ,B74.8
Dracunculiasis ,B72
Filariasis unspecified ,B74.9
Ancylostomiasis ,B76.0
Necatoriasis ,B76.1
Ancylostomiasis ,B76.0
Ancylostomiasis ,B76.0
Ancylostomiasis ,B76.0
Other hookworm diseases ,B76.8
Ascariasis unspecified ,B77.9
Anisakiasis ,B81.0
Strongyloidiasis unspecified ,B78.9
Trichuriasis ,B79
Enterobiasis ,B80
Intestinal capillariasis ,B81.1
Trichostrongyliasis ,B81.2
Other specified intestinal helminthiases ,B81.8
Mixed intestinal helminthiases ,B81.4
Intestinal helminthiasis unspecified ,B82.0
Visceral larva migrans ,B83.0
Gnathostomiasis ,B83.1
Other specified helminthiases ,B83.8
Helminthiasis unspecified ,B83.9
Intestinal parasitism unspecified ,B82.9
Toxoplasma meningoencephalitis ,B58.2
Other toxoplasma oculopathy ,B58.09
Toxoplasma chorioretinitis ,B58.01
Toxoplasma myocarditis ,B58.81
Pulmonary toxoplasmosis ,B58.3
Toxoplasma hepatitis ,B58.1
Toxoplasmosis with other organ involvement ,B58.89
Toxoplasmosis with other organ involvement ,B58.89
Toxoplasmosis unspecified ,B58.9
Urogenital trichomoniasis unspecified ,A59.00
Trichomonal vulvovaginitis ,A59.01
Trichomonal cystitis and urethritis ,A59.03
Trichomonal prostatitis ,A59.02
Other urogenital trichomoniasis ,A59.09
Trichomoniasis of other sites ,A59.8
Trichomoniasis unspecified ,A59.9
Pediculosis due to Pediculus humanus capitis ,B85.0
Pediculosis due to Pediculus humanus corporis ,B85.1
Phthiriasis ,B85.3
Mixed pediculosis and phthiriasis ,B85.4
Pediculosis unspecified ,B85.2
Scabies ,B86
Other acariasis ,B88.0
Infestation unspecified ,B88.9
Myiasis unspecified ,B87.9
Other arthropod infestations ,B88.2
Internal hirudiniasis ,B83.4
Other specified infestations ,B88.8
Infestation unspecified ,B88.9
Sarcoidosis unspecified ,D86.9
Ainhum ,L94.6
Behcet's disease ,M35.2
Meningoencephalitis due to Acanthamoeba (culbertsoni) ,B60.11
Naegleriasis ,B60.2
Pneumocystosis ,B59
Other specified protozoal diseases ,B60.8
Other specified protozoal intestinal diseases ,A07.8
Other specified protozoal diseases ,B60.8
Unspecified parasitic disease ,B89
Sequelae of respiratory and unspecified tuberculosis ,B90.9
Sequelae of central nervous system tuberculosis ,B90.0
Sequelae of genitourinary tuberculosis ,B90.1
Sequelae of tuberculosis of bones and joints ,B90.2
Sequelae of tuberculosis of other organs ,B90.8
Sequelae of poliomyelitis ,B91
Sequelae of viral encephalitis ,B94.1
Sequelae of trachoma ,B94.0
Sequelae of other specified infectious and parasitic diseases ,B94.8
Malignant neoplasm of external upper lip ,C00.0
Malignant neoplasm of external lower lip ,C00.1
Malignant neoplasm of upper lip inner aspect ,C00.3
Malignant neoplasm of lower lip inner aspect ,C00.4
Malignant neoplasm of lip unspecified inner aspect ,C00.5
Malignant neoplasm of commissure of lip unspecified ,C00.6
Malignant neoplasm of overlapping sites of lip ,C00.8
Malignant neoplasm of external lip unspecified ,C00.2
Malignant neoplasm of base of tongue ,C01
Malignant neoplasm of dorsal surface of tongue ,C02.0
Malignant neoplasm of border of tongue ,C02.1
Malignant neoplasm of ventral surface of tongue ,C02.2
Malignant neoplasm of anterior two-thirds of tongue part unspecified ,C02.3
Malignant neoplasm of overlapping sites of tongue ,C02.8
Malignant neoplasm of lingual tonsil ,C02.4
Malignant neoplasm of overlapping sites of tongue ,C02.8
Malignant neoplasm of tongue unspecified ,C02.9
Malignant neoplasm of parotid gland ,C07
Malignant neoplasm of submandibular gland ,C08.0
Malignant neoplasm of sublingual gland ,C08.1
Malignant neoplasm of major salivary gland unspecified ,C08.9
Malignant neoplasm of major salivary gland unspecified ,C08.9
Malignant neoplasm of upper gum ,C03.0
Malignant neoplasm of lower gum ,C03.1
Malignant neoplasm of gum unspecified ,C03.9
Malignant neoplasm of gum unspecified ,C03.9
Malignant neoplasm of anterior floor of mouth ,C04.0
Malignant neoplasm of lateral floor of mouth ,C04.1
Malignant neoplasm of overlapping sites of floor of mouth ,C04.8
Malignant neoplasm of floor of mouth unspecified ,C04.9
Malignant neoplasm of cheek mucosa ,C06.0
Malignant neoplasm of vestibule of mouth ,C06.1
Malignant neoplasm of hard palate ,C05.0
Malignant neoplasm of soft palate ,C05.1
Malignant neoplasm of uvula ,C05.2
Malignant neoplasm of palate unspecified ,C05.9
Malignant neoplasm of retromolar area ,C06.2
Malignant neoplasm of overlapping sites of other parts of mouth ,C06.89
Malignant neoplasm of mouth unspecified ,C06.9
Malignant neoplasm of tonsil unspecified ,C09.9
Malignant neoplasm of tonsillar fossa ,C09.0
Malignant neoplasm of tonsillar pillar (anterior) (posterior) ,C09.1
Malignant neoplasm of vallecula ,C10.0
Malignant neoplasm of anterior surface of epiglottis ,C10.1
Malignant neoplasm of overlapping sites of oropharynx ,C10.8
Malignant neoplasm of lateral wall of oropharynx ,C10.2
Malignant neoplasm of posterior wall of oropharynx ,C10.3
Malignant neoplasm of overlapping sites of oropharynx ,C10.8
Malignant neoplasm of oropharynx unspecified ,C10.9
Malignant neoplasm of superior wall of nasopharynx ,C11.0
Malignant neoplasm of posterior wall of nasopharynx ,C11.1
Malignant neoplasm of lateral wall of nasopharynx ,C11.2
Malignant neoplasm of anterior wall of nasopharynx ,C11.3
Malignant neoplasm of overlapping sites of nasopharynx ,C11.8
Malignant neoplasm of nasopharynx unspecified ,C11.9
Malignant neoplasm of postcricoid region ,C13.0
Malignant neoplasm of pyriform sinus ,C12
Malignant neoplasm of aryepiglottic fold hypopharyngeal aspect ,C13.1
Malignant neoplasm of posterior wall of hypopharynx ,C13.2
Malignant neoplasm of overlapping sites of hypopharynx ,C13.8
Malignant neoplasm of hypopharynx unspecified ,C13.9
Malignant neoplasm of pharynx unspecified ,C14.0
Malignant neoplasm of Waldeyer's ring ,C14.2
Malignant neoplasm of overlapping sites of lip oral cavity and pharynx ,C14.8
Malignant neoplasm of overlapping sites of lip oral cavity and pharynx ,C14.8
Malignant neoplasm of upper third of esophagus ,C15.3
Malignant neoplasm of middle third of esophagus ,C15.4
Malignant neoplasm of lower third of esophagus ,C15.5
Malignant neoplasm of upper third of esophagus ,C15.3
Malignant neoplasm of middle third of esophagus ,C15.4
Malignant neoplasm of lower third of esophagus ,C15.5
Malignant neoplasm of overlapping sites of esophagus ,C15.8
Malignant neoplasm of esophagus unspecified ,C15.9
Malignant neoplasm of cardia ,C16.0
Malignant neoplasm of pylorus ,C16.4
Malignant neoplasm of pyloric antrum ,C16.3
Malignant neoplasm of fundus of stomach ,C16.1
Malignant neoplasm of body of stomach ,C16.2
Malignant neoplasm of lesser curvature of stomach unspecified ,C16.5
Malignant neoplasm of greater curvature of stomach unspecified ,C16.6
Malignant neoplasm of overlapping sites of stomach ,C16.8
Malignant neoplasm of stomach unspecified ,C16.9
Malignant neoplasm of duodenum ,C17.0
Malignant neoplasm of jejunum ,C17.1
Malignant neoplasm of ileum ,C17.2
Meckel's diverticulum malignant ,C17.3
Malignant neoplasm of overlapping sites of small intestine ,C17.8
Malignant neoplasm of small intestine unspecified ,C17.9
Malignant neoplasm of hepatic flexure ,C18.3
Malignant neoplasm of transverse colon ,C18.4
Malignant neoplasm of descending colon ,C18.6
Malignant neoplasm of sigmoid colon ,C18.7
Malignant neoplasm of cecum ,C18.0
Malignant neoplasm of appendix ,C18.1
Malignant neoplasm of ascending colon ,C18.2
Malignant neoplasm of splenic flexure ,C18.5
Malignant neoplasm of overlapping sites of colon ,C18.8
Malignant neoplasm of colon unspecified ,C18.9
Malignant neoplasm of rectosigmoid junction ,C19
Malignant neoplasm of rectum ,C20
Malignant neoplasm of anal canal ,C21.1
Malignant neoplasm of anus unspecified ,C21.0
Malignant neoplasm of overlapping sites of rectum anus and anal canal ,C21.8
Malignant neoplasm of liver primary unspecified as to type ,C22.8
Intrahepatic bile duct carcinoma ,C22.1
Malignant neoplasm of liver not specified as primary or secondary ,C22.9
Malignant neoplasm of gallbladder ,C23
Malignant neoplasm of extrahepatic bile duct ,C24.0
Malignant neoplasm of ampulla of Vater ,C24.1
Malignant neoplasm of overlapping sites of biliary tract ,C24.8
Malignant neoplasm of biliary tract unspecified ,C24.9
Malignant neoplasm of head of pancreas ,C25.0
Malignant neoplasm of body of pancreas ,C25.1
Malignant neoplasm of tail of pancreas ,C25.2
Malignant neoplasm of pancreatic duct ,C25.3
Malignant neoplasm of endocrine pancreas ,C25.4
Malignant neoplasm of other parts of pancreas ,C25.7
Malignant neoplasm of pancreas unspecified ,C25.9
Acute lymphoblastic leukemia not having achieved remission ,C91.00
Acute lymphoblastic leukemia in remission ,C91.01
Acute lymphoblastic leukemia in relapse ,C91.02
Chronic lymphocytic leukemia of B-cell type not having achieved remission ,C91.10
Chronic lymphocytic leukemia of B-cell type in remission ,C91.11
Chronic lymphocytic leukemia of B-cell type in relapse ,C91.12
Other lymphoid leukemia not having achieved remission ,C91.Z0
Other lymphoid leukemia in remission ,C91.Z1
Other lymphoid leukemia in relapse ,C91.Z2
Other lymphoid leukemia not having achieved remission ,C91.Z0
Other lymphoid leukemia in remission ,C91.Z1
Other lymphoid leukemia in relapse ,C91.Z2
Lymphoid leukemia unspecified not having achieved remission ,C91.90
Lymphoid leukemia unspecified in remission ,C91.91
Lymphoid leukemia unspecified in relapse ,C91.92
Acute myeloblastic leukemia not having achieved remission ,C92.00
Acute myeloblastic leukemia in remission ,C92.01
Acute myeloblastic leukemia in relapse ,C92.02
Chronic myeloid leukemia BCR/ABL-positive not having achieved remission ,C92.10
Chronic myeloid leukemia BCR/ABL-positive in remission ,C92.11
Chronic myeloid leukemia BCR/ABL-positive in relapse ,C92.12
Atypical chronic myeloid leukemia BCR/ABL-negative not having achieved remission ,C92.20
Atypical chronic myeloid leukemia BCR/ABL-negative in remission ,C92.21
